user_id,first_active_date,return_dates,retention_cutoff_date
user_501,2023-01-07,2023-09-23,2023-03-08
user_502,2023-01-01,2023-07-31,2023-03-02
user_503,2023-01-07,2023-05-15,2023-03-08
user_504,2023-01-30,2023-09-01,2023-03-31
user_505,2023-01-06,2023-06-22,2023-03-07
user_506,2023-01-12,2023-12-19,2023-03-13
user_507,2023-01-05,2023-05-11,2023-03-06
user_508,2023-01-27,2023-08-23,2023-03-28
user_509,2023-01-30,2023-08-20,2023-03-31
user_510,2023-01-03,2023-12-03,2023-03-04
user_511,2023-01-27,2023-08-08,2023-03-28
user_512,2023-01-14,2023-07-11,2023-03-15
user_513,2023-01-07,2023-05-09,2023-03-08
user_514,2023-01-17,2023-10-02,2023-03-18
user_515,2023-01-21,2023-08-19,2023-03-22
user_516,2023-01-29,2023-12-14,2023-03-30
user_517,2023-01-09,2023-11-21,2023-03-10
user_518,2023-01-29,2023-09-25,2023-03-30
user_519,2023-01-04,2023-10-02,2023-03-05
user_520,2023-01-05,2023-06-25,2023-03-06
user_521,2023-01-30,2023-08-02,2023-03-31
user_522,2023-01-14,2023-09-17,2023-03-15
user_523,2023-01-04,2023-12-04,2023-03-05
user_524,2023-01-29,2023-02-26,2023-03-30
user_525,2023-01-03,2023-11-16,2023-03-04
user_526,2023-01-03,2023-03-21,2023-03-04
user_527,2023-01-04,2023-12-06,2023-03-05
user_528,2023-01-03,2023-07-03,2023-03-04
user_529,2023-01-06,2023-09-08,2023-03-07
user_530,2023-01-06,2023-04-19,2023-03-07
user_531,2023-01-16,2023-07-18,2023-03-17
user_532,2023-01-16,2023-11-02,2023-03-17
user_533,2023-01-16,2023-03-17,2023-03-17
user_534,2023-01-01,2023-04-08,2023-03-02
user_535,2023-01-14,2023-11-03,2023-03-15
user_536,2023-01-19,2023-10-10,2023-03-20
user_537,2023-01-28,2023-08-22,2023-03-29
user_538,2023-01-29,2023-07-20,2023-03-30
user_539,2023-01-12,2023-03-02,2023-03-13
user_540,2023-01-17,2023-06-07,2023-03-18
user_541,2023-01-19,2023-10-09,2023-03-20
user_542,2023-01-26,2023-04-10,2023-03-27
user_543,2023-01-11,2023-04-06,2023-03-12
user_544,2023-01-22,2023-03-30,2023-03-23
user_545,2023-01-08,2023-08-19,2023-03-09
user_546,2023-01-12,2023-08-06,2023-03-13
user_547,2023-01-07,2023-04-20,2023-03-08
user_548,2023-01-05,2023-11-08,2023-03-06
user_549,2023-01-15,2023-10-11,2023-03-16
user_550,2023-01-17,2023-05-01,2023-03-18
user_551,2023-01-29,2023-07-29,2023-03-30
user_552,2023-01-22,2023-08-23,2023-03-23
user_553,2023-01-22,2023-07-10,2023-03-23
user_554,2023-01-12,2023-08-18,2023-03-13
user_555,2023-01-14,2023-09-01,2023-03-15
user_556,2023-01-13,2023-10-14,2023-03-14
user_557,2023-01-17,2023-07-10,2023-03-18
user_558,2023-01-03,2023-10-16,2023-03-04
user_559,2023-01-23,2023-07-05,2023-03-24
user_560,2023-01-25,2023-08-20,2023-03-26
user_561,2023-01-26,2023-12-14,2023-03-27
user_562,2023-01-25,2023-04-10,2023-03-26
user_563,2023-01-08,2023-08-10,2023-03-09
user_564,2023-01-06,2023-05-21,2023-03-07
user_565,2023-01-24,2023-03-25,2023-03-25
user_566,2023-01-29,2023-12-09,2023-03-30
user_567,2023-01-23,2023-06-09,2023-03-24
user_568,2023-01-10,2023-05-18,2023-03-11
user_569,2023-01-12,2023-07-28,2023-03-13
user_570,2023-01-16,2023-11-10,2023-03-17
user_571,2023-01-04,2023-02-13,2023-03-05
user_572,2023-01-02,2023-09-28,2023-03-03
user_573,2023-01-13,2023-03-21,2023-03-14
user_574,2023-01-26,2023-03-11,2023-03-27
user_575,2023-01-08,2023-10-19,2023-03-09
user_576,2023-01-21,2023-02-14,2023-03-22
user_577,2023-01-10,2023-02-02,2023-03-11
user_578,2023-01-12,2023-11-22,2023-03-13
user_579,2023-01-07,2023-10-27,2023-03-08
user_580,2023-01-27,2023-04-30,2023-03-28
user_581,2023-01-13,2023-11-19,2023-03-14
user_582,2023-01-06,2023-07-19,2023-03-07
user_583,2023-01-28,2023-09-08,2023-03-29
user_584,2023-01-12,2023-05-17,2023-03-13
user_585,2023-01-29,2023-02-24,2023-03-30
user_586,2023-01-26,2023-08-28,2023-03-27
user_587,2023-01-09,2023-05-11,2023-03-10
user_588,2023-01-16,2023-12-11,2023-03-17
user_589,2023-01-22,2023-06-02,2023-03-23
user_590,2023-01-09,2023-05-17,2023-03-10
user_591,2023-01-14,2023-12-03,2023-03-15
user_592,2023-01-09,2023-03-31,2023-03-10
user_593,2023-01-25,2023-02-18,2023-03-26
user_594,2023-01-24,2023-11-21,2023-03-25
user_595,2023-01-29,2023-02-28,2023-03-30
user_596,2023-01-10,2023-10-02,2023-03-11
user_597,2023-01-07,2023-07-02,2023-03-08
user_598,2023-01-01,2023-07-11,2023-03-02
user_599,2023-01-27,2023-12-16,2023-03-28
user_600,2023-01-13,2023-07-21,2023-03-14
user_601,2023-01-07,2023-02-01,2023-03-08
user_602,2023-01-16,2023-04-02,2023-03-17
user_603,2023-01-24,2023-05-14,2023-03-25
user_604,2023-01-23,2023-03-08,2023-03-24
user_605,2023-01-08,2023-03-05,2023-03-09
user_606,2023-01-17,2023-08-15,2023-03-18
user_607,2023-01-28,2023-02-28,2023-03-29
user_608,2023-01-10,2023-10-24,2023-03-11
user_609,2023-01-11,2023-09-06,2023-03-12
user_610,2023-01-22,2023-04-28,2023-03-23
user_611,2023-01-06,2023-08-19,2023-03-07
user_612,2023-01-28,2023-10-26,2023-03-29
user_613,2023-01-03,2023-03-15,2023-03-04
user_614,2023-01-01,2023-07-06,2023-03-02
user_615,2023-01-13,2023-11-09,2023-03-14
user_616,2023-01-27,2023-12-22,2023-03-28
user_617,2023-01-23,2023-04-05,2023-03-24
user_618,2023-01-20,2023-04-21,2023-03-21
user_619,2023-01-08,2023-02-21,2023-03-09
user_620,2023-01-26,2023-05-04,2023-03-27
user_621,2023-01-23,2023-08-24,2023-03-24
user_622,2023-01-22,2023-08-17,2023-03-23
user_623,2023-01-22,2023-11-26,2023-03-23
user_624,2023-01-17,2023-06-25,2023-03-18
user_625,2023-01-06,2023-10-30,2023-03-07
user_626,2023-01-22,2023-06-01,2023-03-23
user_627,2023-01-11,2023-04-29,2023-03-12
user_628,2023-01-07,2023-04-18,2023-03-08
user_629,2023-01-14,2023-10-16,2023-03-15
user_630,2023-01-10,2023-08-12,2023-03-11
user_631,2023-01-25,2023-02-15,2023-03-26
user_632,2023-01-02,2023-04-19,2023-03-03
user_633,2023-01-07,2023-07-11,2023-03-08
user_634,2023-01-09,2023-07-14,2023-03-10
user_635,2023-01-22,2023-08-25,2023-03-23
user_636,2023-01-02,2023-09-16,2023-03-03
user_637,2023-01-27,2023-07-22,2023-03-28
user_638,2023-01-16,2023-04-08,2023-03-17
user_639,2023-01-13,2023-08-16,2023-03-14
user_640,2023-01-18,2023-06-29,2023-03-19
user_641,2023-01-25,2023-10-06,2023-03-26
user_642,2023-01-02,2023-07-05,2023-03-03
user_643,2023-01-14,2023-02-14,2023-03-15
user_644,2023-01-06,2023-12-17,2023-03-07
user_645,2023-01-04,2023-03-04,2023-03-05
user_646,2023-01-04,2023-12-22,2023-03-05
user_647,2023-01-22,2023-02-25,2023-03-23
user_648,2023-01-24,2023-03-26,2023-03-25
user_649,2023-01-12,2023-05-29,2023-03-13
user_650,2023-01-21,2023-08-22,2023-03-22
user_651,2023-01-22,2023-04-19,2023-03-23
user_652,2023-01-14,2023-03-03,2023-03-15
user_653,2023-01-02,2023-10-20,2023-03-03
user_654,2023-01-10,2023-10-28,2023-03-11
user_655,2023-01-16,2023-03-06,2023-03-17
user_656,2023-01-19,2023-09-23,2023-03-20
user_657,2023-01-23,2023-08-05,2023-03-24
user_658,2023-01-12,2023-08-28,2023-03-13
user_659,2023-01-17,2023-10-02,2023-03-18
user_660,2023-01-07,2023-04-09,2023-03-08
user_661,2023-01-01,2023-11-28,2023-03-02
user_662,2023-01-02,2023-10-19,2023-03-03
user_663,2023-01-29,2023-07-21,2023-03-30
user_664,2023-01-20,2023-08-06,2023-03-21
user_665,2023-01-28,2023-03-29,2023-03-29
user_666,2023-01-18,2023-09-12,2023-03-19
user_667,2023-01-03,2023-04-22,2023-03-04
user_668,2023-01-12,2023-10-26,2023-03-13
user_669,2023-01-01,2023-02-19,2023-03-02
user_670,2023-01-01,2023-02-07,2023-03-02
user_671,2023-01-25,2023-03-06,2023-03-26
user_672,2023-01-28,2023-04-20,2023-03-29
user_673,2023-01-23,2023-02-17,2023-03-24
user_674,2023-01-28,2023-07-30,2023-03-29
user_675,2023-01-08,2023-09-21,2023-03-09
user_676,2023-01-08,2023-07-21,2023-03-09
user_677,2023-01-29,2023-05-09,2023-03-30
user_678,2023-01-22,2023-04-03,2023-03-23
user_679,2023-01-22,2023-04-19,2023-03-23
user_680,2023-01-09,2023-12-17,2023-03-10
user_681,2023-01-07,2023-08-11,2023-03-08
user_682,2023-01-29,2023-04-18,2023-03-30
user_683,2023-01-16,2023-08-10,2023-03-17
user_684,2023-01-26,2023-05-21,2023-03-27
user_685,2023-01-10,2023-02-17,2023-03-11
user_686,2023-01-13,2023-08-05,2023-03-14
user_687,2023-01-19,2023-10-09,2023-03-20
user_688,2023-01-27,2023-10-21,2023-03-28
user_689,2023-01-25,2023-12-26,2023-03-26
user_690,2023-01-28,2023-12-17,2023-03-29
user_691,2023-01-02,2023-09-25,2023-03-03
user_692,2023-01-12,2023-11-23,2023-03-13
user_693,2023-01-20,2023-09-02,2023-03-21
user_694,2023-01-14,2023-03-11,2023-03-15
user_695,2023-01-27,2023-08-12,2023-03-28
user_696,2023-01-12,2023-03-03,2023-03-13
user_697,2023-01-02,2023-12-29,2023-03-03
user_698,2023-01-21,2023-03-31,2023-03-22
user_699,2023-01-27,2023-03-21,2023-03-28
user_700,2023-01-29,2023-07-30,2023-03-30
user_701,2023-01-07,2023-03-30,2023-03-08
user_702,2023-01-03,2023-10-06,2023-03-04
user_703,2023-01-08,2023-05-09,2023-03-09
user_704,2023-01-06,2023-02-18,2023-03-07
user_705,2023-01-30,2023-08-27,2023-03-31
user_706,2023-01-22,2023-02-17,2023-03-23
user_707,2023-01-09,2023-02-28,2023-03-10
user_708,2023-01-14,2023-06-01,2023-03-15
user_709,2023-01-21,2023-09-22,2023-03-22
user_710,2023-01-26,2023-12-14,2023-03-27
user_711,2023-01-10,2023-09-07,2023-03-11
user_712,2023-01-25,2023-12-31,2023-03-26
user_713,2023-01-21,2023-11-24,2023-03-22
user_714,2023-01-13,2023-06-26,2023-03-14
user_715,2023-01-14,2023-09-05,2023-03-15
user_716,2023-01-03,2023-11-10,2023-03-04
user_717,2023-01-24,2023-02-17,2023-03-25
user_718,2023-01-13,2023-03-31,2023-03-14
user_719,2023-01-12,2023-08-15,2023-03-13
user_720,2023-01-06,2023-06-28,2023-03-07
user_721,2023-01-04,2023-04-07,2023-03-05
user_722,2023-01-15,2023-12-25,2023-03-16
user_723,2023-01-25,2023-04-22,2023-03-26
user_724,2023-01-24,2023-07-11,2023-03-25
user_725,2023-01-23,2023-05-24,2023-03-24
user_726,2023-01-13,2023-07-03,2023-03-14
user_727,2023-01-30,2023-04-01,2023-03-31
user_728,2023-01-24,2023-09-14,2023-03-25
user_729,2023-01-02,2023-08-28,2023-03-03
user_730,2023-01-02,2023-10-30,2023-03-03
user_731,2023-01-26,2023-02-19,2023-03-27
user_732,2023-01-19,2023-08-03,2023-03-20
user_733,2023-01-29,2023-04-17,2023-03-30
user_734,2023-01-28,2023-05-06,2023-03-29
user_735,2023-01-04,2023-12-26,2023-03-05
user_736,2023-01-15,2023-02-06,2023-03-16
user_737,2023-01-01,2023-11-06,2023-03-02
user_738,2023-01-19,2023-11-04,2023-03-20
user_739,2023-01-01,2023-09-26,2023-03-02
user_740,2023-01-24,2023-03-08,2023-03-25
user_741,2023-01-25,2023-04-14,2023-03-26
user_742,2023-01-04,2023-04-12,2023-03-05
user_743,2023-01-30,2023-05-10,2023-03-31
user_744,2023-01-02,2023-03-30,2023-03-03
user_745,2023-01-14,2023-10-28,2023-03-15
user_746,2023-01-30,2023-01-31,2023-03-31
user_747,2023-01-22,2023-07-27,2023-03-23
user_748,2023-01-10,2023-02-13,2023-03-11
user_749,2023-01-26,2023-06-25,2023-03-27
user_750,2023-01-10,2023-12-16,2023-03-11
user_751,2023-01-04,2023-12-28,2023-03-05
user_752,2023-01-19,2023-08-23,2023-03-20
user_753,2023-01-30,2023-04-16,2023-03-31
user_754,2023-01-19,2023-09-05,2023-03-20
user_755,2023-01-16,2023-12-06,2023-03-17
user_756,2023-01-03,2023-08-22,2023-03-04
user_757,2023-01-23,2023-05-05,2023-03-24
user_758,2023-01-26,2023-08-25,2023-03-27
user_759,2023-01-05,2023-03-30,2023-03-06
user_760,2023-01-18,2023-12-04,2023-03-19
user_761,2023-01-25,2023-10-19,2023-03-26
user_762,2023-01-12,2023-07-14,2023-03-13
user_763,2023-01-26,2023-06-21,2023-03-27
user_764,2023-01-15,2023-09-08,2023-03-16
user_765,2023-01-12,2023-12-13,2023-03-13
user_766,2023-01-03,2023-09-07,2023-03-04
user_767,2023-01-30,2023-05-20,2023-03-31
user_768,2023-01-13,2023-11-08,2023-03-14
user_769,2023-01-11,2023-02-26,2023-03-12
user_770,2023-01-29,2023-10-09,2023-03-30
user_771,2023-01-22,2023-10-08,2023-03-23
user_772,2023-01-11,2023-09-08,2023-03-12
user_773,2023-01-03,2023-06-09,2023-03-04
user_774,2023-01-23,2023-08-06,2023-03-24
user_775,2023-01-29,2023-11-22,2023-03-30
user_776,2023-01-24,2023-10-27,2023-03-25
user_777,2023-01-04,2023-07-15,2023-03-05
user_778,2023-01-13,2023-02-23,2023-03-14
user_779,2023-01-20,2023-05-01,2023-03-21
user_780,2023-01-07,2023-04-30,2023-03-08
user_781,2023-01-11,2023-09-17,2023-03-12
user_782,2023-01-27,2023-12-15,2023-03-28
user_783,2023-01-30,2023-07-31,2023-03-31
user_784,2023-01-19,2023-07-17,2023-03-20
user_785,2023-01-02,2023-10-08,2023-03-03
user_786,2023-01-12,2023-11-09,2023-03-13
user_787,2023-01-23,2023-03-29,2023-03-24
user_788,2023-01-11,2023-08-29,2023-03-12
user_789,2023-01-13,2023-12-20,2023-03-14
user_790,2023-01-28,2023-03-12,2023-03-29
user_791,2023-01-06,2023-11-26,2023-03-07
user_792,2023-01-07,2023-03-08,2023-03-08
user_793,2023-01-06,2023-10-11,2023-03-07
user_794,2023-01-06,2023-10-01,2023-03-07
user_795,2023-01-30,2023-10-17,2023-03-31
user_796,2023-01-21,2023-05-30,2023-03-22
user_797,2023-01-27,2023-11-10,2023-03-28
user_798,2023-01-21,2023-08-22,2023-03-22
user_799,2023-01-23,2023-03-23,2023-03-24
user_800,2023-01-21,2023-05-21,2023-03-22
user_801,2023-01-24,2023-11-27,2023-03-25
user_802,2023-01-29,2023-12-23,2023-03-30
user_803,2023-01-19,2023-10-15,2023-03-20
user_804,2023-01-02,2023-05-28,2023-03-03
user_805,2023-01-07,2023-02-12,2023-03-08
user_806,2023-01-12,2023-08-07,2023-03-13
user_807,2023-01-24,2023-04-23,2023-03-25
user_808,2023-01-11,2023-09-02,2023-03-12
user_809,2023-01-22,2023-05-26,2023-03-23
user_810,2023-01-01,2023-03-16,2023-03-02
user_811,2023-01-16,2023-06-12,2023-03-17
user_812,2023-01-16,2023-05-28,2023-03-17
user_813,2023-01-20,2023-04-08,2023-03-21
user_814,2023-01-29,2023-10-20,2023-03-30
user_815,2023-01-13,2023-09-22,2023-03-14
user_816,2023-01-05,2023-05-09,2023-03-06
user_817,2023-01-13,2023-07-15,2023-03-14
user_818,2023-01-29,2023-12-01,2023-03-30
user_819,2023-01-10,2023-08-20,2023-03-11
user_820,2023-01-20,2023-09-17,2023-03-21
user_821,2023-01-21,2023-11-01,2023-03-22
user_822,2023-01-21,2023-10-10,2023-03-22
user_823,2023-01-09,2023-06-23,2023-03-10
user_824,2023-01-02,2023-11-13,2023-03-03
user_825,2023-01-16,2023-03-02,2023-03-17
user_826,2023-01-17,2023-03-25,2023-03-18
user_827,2023-01-12,2023-12-18,2023-03-13
user_828,2023-01-11,2023-07-23,2023-03-12
user_829,2023-01-14,2023-08-17,2023-03-15
user_830,2023-01-12,2023-05-16,2023-03-13
user_831,2023-01-28,2023-12-27,2023-03-29
user_832,2023-01-01,2023-12-02,2023-03-02
user_833,2023-01-20,2023-03-04,2023-03-21
user_834,2023-01-19,2023-07-24,2023-03-20
user_835,2023-01-05,2023-09-19,2023-03-06
user_836,2023-01-28,2023-02-22,2023-03-29
user_837,2023-01-05,2023-08-17,2023-03-06
user_838,2023-01-09,2023-08-25,2023-03-10
user_839,2023-01-14,2023-07-02,2023-03-15
user_840,2023-01-06,2023-02-20,2023-03-07
user_841,2023-01-09,2023-11-04,2023-03-10
user_842,2023-01-13,2023-08-21,2023-03-14
user_843,2023-01-23,2023-11-30,2023-03-24
user_844,2023-01-18,2023-03-06,2023-03-19
user_845,2023-01-23,2023-08-16,2023-03-24
user_846,2023-01-15,2023-05-30,2023-03-16
user_847,2023-01-14,2023-03-10,2023-03-15
user_848,2023-01-10,2023-12-26,2023-03-11
user_849,2023-01-08,2023-07-02,2023-03-09
user_850,2023-01-24,2023-05-28,2023-03-25
user_851,2023-01-07,2023-04-03,2023-03-08
user_852,2023-01-23,2023-10-02,2023-03-24
user_853,2023-01-27,2023-11-07,2023-03-28
user_854,2023-01-21,2023-07-18,2023-03-22
user_855,2023-01-09,2023-12-29,2023-03-10
user_856,2023-01-20,2023-12-21,2023-03-21
user_857,2023-01-27,2023-09-01,2023-03-28
user_858,2023-01-15,2023-07-08,2023-03-16
user_859,2023-01-15,2023-12-16,2023-03-16
user_860,2023-01-24,2023-12-13,2023-03-25
user_861,2023-01-05,2023-04-14,2023-03-06
user_862,2023-01-05,2023-06-21,2023-03-06
user_863,2023-01-28,2023-12-20,2023-03-29
user_864,2023-01-04,2023-08-07,2023-03-05
user_865,2023-01-06,2023-11-05,2023-03-07
user_866,2023-01-07,2023-05-30,2023-03-08
user_867,2023-01-20,2023-07-23,2023-03-21
user_868,2023-01-02,2023-04-19,2023-03-03
user_869,2023-01-17,2023-07-14,2023-03-18
user_870,2023-01-07,2023-09-06,2023-03-08
user_871,2023-01-12,2023-03-31,2023-03-13
user_872,2023-01-06,2023-08-23,2023-03-07
user_873,2023-01-12,2023-08-04,2023-03-13
user_874,2023-01-09,2023-03-28,2023-03-10
user_875,2023-01-04,2023-09-17,2023-03-05
user_876,2023-01-19,2023-07-15,2023-03-20
user_877,2023-01-26,2023-06-25,2023-03-27
user_878,2023-01-07,2023-05-19,2023-03-08
user_879,2023-01-22,2023-05-05,2023-03-23
user_880,2023-01-10,2023-04-02,2023-03-11
user_881,2023-01-22,2023-06-18,2023-03-23
user_882,2023-01-23,2023-04-22,2023-03-24
user_883,2023-01-12,2023-06-20,2023-03-13
user_884,2023-01-20,2023-12-30,2023-03-21
user_885,2023-01-02,2023-08-08,2023-03-03
user_886,2023-01-06,2023-03-28,2023-03-07
user_887,2023-01-02,2023-03-06,2023-03-03
user_888,2023-01-09,2023-05-03,2023-03-10
user_889,2023-01-20,2023-10-14,2023-03-21
user_890,2023-01-18,2023-02-03,2023-03-19
user_891,2023-01-12,2023-05-26,2023-03-13
user_892,2023-01-11,2023-03-16,2023-03-12
user_893,2023-01-16,2023-03-01,2023-03-17
user_894,2023-01-24,2023-12-23,2023-03-25
user_895,2023-01-28,2023-12-05,2023-03-29
user_896,2023-01-13,2023-06-28,2023-03-14
user_897,2023-01-07,2023-05-18,2023-03-08
user_898,2023-01-08,2023-11-17,2023-03-09
user_899,2023-01-22,2023-05-26,2023-03-23
user_900,2023-01-07,2023-07-21,2023-03-08
user_901,2023-01-09,2023-09-13,2023-03-10
user_902,2023-01-28,2023-02-16,2023-03-29
user_903,2023-01-18,2023-07-12,2023-03-19
user_904,2023-01-02,2023-08-04,2023-03-03
user_905,2023-01-22,2023-12-01,2023-03-23
user_906,2023-01-15,2023-03-03,2023-03-16
user_907,2023-01-23,2023-02-17,2023-03-24
user_908,2023-01-19,2023-10-01,2023-03-20
user_909,2023-01-16,2023-11-18,2023-03-17
user_910,2023-01-21,2023-06-27,2023-03-22
user_911,2023-01-26,2023-02-16,2023-03-27
user_912,2023-01-23,2023-02-27,2023-03-24
user_913,2023-01-22,2023-05-12,2023-03-23
user_914,2023-01-03,2023-09-06,2023-03-04
user_915,2023-01-18,2023-04-17,2023-03-19
user_916,2023-01-16,2023-12-07,2023-03-17
user_917,2023-01-22,2023-03-17,2023-03-23
user_918,2023-01-15,2023-05-25,2023-03-16
user_919,2023-01-28,2023-05-01,2023-03-29
user_920,2023-01-30,2023-09-10,2023-03-31
user_921,2023-01-29,2023-12-09,2023-03-30
user_922,2023-01-08,2023-02-26,2023-03-09
user_923,2023-01-28,2023-05-14,2023-03-29
user_924,2023-01-30,2023-11-01,2023-03-31
user_925,2023-01-14,2023-09-09,2023-03-15
user_926,2023-01-09,2023-04-16,2023-03-10
user_927,2023-01-20,2023-02-13,2023-03-21
user_928,2023-01-05,2023-06-15,2023-03-06
user_929,2023-01-07,2023-11-25,2023-03-08
user_930,2023-01-06,2023-03-15,2023-03-07
user_931,2023-01-28,2023-03-06,2023-03-29
user_932,2023-01-20,2023-09-08,2023-03-21
user_933,2023-01-14,2023-06-27,2023-03-15
user_934,2023-01-28,2023-03-07,2023-03-29
user_935,2023-01-23,2023-05-19,2023-03-24
user_936,2023-01-26,2023-06-07,2023-03-27
user_937,2023-01-23,2023-08-31,2023-03-24
user_938,2023-01-27,2023-08-23,2023-03-28
user_939,2023-01-21,2023-05-23,2023-03-22
user_940,2023-01-26,2023-08-06,2023-03-27
user_941,2023-01-27,2023-05-13,2023-03-28
user_942,2023-01-17,2023-07-07,2023-03-18
user_943,2023-01-27,2023-03-26,2023-03-28
user_944,2023-01-30,2023-06-06,2023-03-31
user_945,2023-01-24,2023-03-16,2023-03-25
user_946,2023-01-21,2023-02-23,2023-03-22
user_947,2023-01-27,2023-04-07,2023-03-28
user_948,2023-01-28,2023-12-29,2023-03-29
user_949,2023-01-15,2023-06-07,2023-03-16
user_950,2023-01-21,2023-12-18,2023-03-22
user_951,2023-01-29,2023-10-03,2023-03-30
user_952,2023-01-04,2023-06-07,2023-03-05
user_953,2023-01-06,2023-10-21,2023-03-07
user_954,2023-01-27,2023-06-30,2023-03-28
user_955,2023-01-10,2023-12-16,2023-03-11
user_956,2023-01-24,2023-09-14,2023-03-25
user_957,2023-01-09,2023-08-12,2023-03-10
user_958,2023-01-25,2023-10-19,2023-03-26
user_959,2023-01-26,2023-12-30,2023-03-27
user_960,2023-01-08,2023-08-27,2023-03-09
user_961,2023-01-22,2023-11-01,2023-03-23
user_962,2023-01-25,2023-01-31,2023-03-26
user_963,2023-01-17,2023-07-07,2023-03-18
user_964,2023-01-22,2023-10-31,2023-03-23
user_965,2023-01-03,2023-08-01,2023-03-04
user_966,2023-01-05,2023-02-19,2023-03-06
user_967,2023-01-24,2023-11-14,2023-03-25
user_968,2023-01-01,2023-08-06,2023-03-02
user_969,2023-01-15,2023-02-08,2023-03-16
user_970,2023-01-06,2023-03-17,2023-03-07
user_971,2023-01-17,2023-02-03,2023-03-18
user_972,2023-01-07,2023-12-11,2023-03-08
user_973,2023-01-25,2023-04-29,2023-03-26
user_974,2023-01-02,2023-07-23,2023-03-03
user_975,2023-01-27,2023-04-01,2023-03-28
user_976,2023-01-29,2023-11-22,2023-03-30
user_977,2023-01-20,2023-09-16,2023-03-21
user_978,2023-01-04,2023-04-03,2023-03-05
user_979,2023-01-18,2023-08-27,2023-03-19
user_980,2023-01-25,2023-07-01,2023-03-26
user_981,2023-01-20,2023-08-30,2023-03-21
user_982,2023-01-11,2023-07-23,2023-03-12
user_983,2023-01-14,2023-08-22,2023-03-15
user_984,2023-01-14,2023-03-14,2023-03-15
user_985,2023-01-10,2023-09-08,2023-03-11
user_986,2023-01-13,2023-10-08,2023-03-14
user_987,2023-01-25,2023-07-10,2023-03-26
user_988,2023-01-13,2023-07-08,2023-03-14
user_989,2023-01-28,2023-05-27,2023-03-29
user_990,2023-01-10,2023-06-14,2023-03-11
user_991,2023-01-21,2023-04-04,2023-03-22
user_992,2023-01-30,2023-03-07,2023-03-31
user_993,2023-01-22,2023-08-04,2023-03-23
user_994,2023-01-21,2023-08-24,2023-03-22
user_995,2023-01-23,2023-11-24,2023-03-24
user_996,2023-01-30,2023-04-01,2023-03-31
user_997,2023-01-26,2023-04-27,2023-03-27
user_998,2023-01-07,2023-10-18,2023-03-08
user_999,2023-01-30,2023-11-19,2023-03-31
user_1000,2023-01-10,2023-10-08,2023-03-11
